,text,aspect,label
14,魅族18机身重量仅162g，6.2 英寸轻薄机身尺寸，骁龙 888 旗舰性能组合，2K+ / 120 帧柔性屏，屏幕高动态超流畅；4000mAh 超大容量电池；6400W 全场景防抖影像系统，品质摄影；Flyme 9 安全纯净系统，拒绝偷听，拒绝偷拍，拒绝跟踪；隐私保护四大法宝，守护权杖、全视鹰眼、隐形妙靴、私密斗篷。,摄影,True
15,在京东上买东西就是放心，OPPO Reno4手机的外观好看，拍照效果超级棒，放音乐音质效果好，屏幕尺寸大，运行速度快。外形好看有形，手机质量好，而且机身重量轻，物流速度快，机身超薄很轻，做工很牛，手感很好，细节方面做的不错，反应很快，拍照超级奈斯，拍照像素超级好，运行都没问题不卡顿，还有录屏、分屏功能等都很好用，售后问题也有保障，充电很快，电池耐用。,外观,True
16,魅族18是一款充满惊喜的手机，虽然是一款小屏产品，但在硬件上没有任何缩水，2K屏、骁龙888、满血版LPDDR5，旗舰机主流的配置全都有。当然，魅族18最具吸引力的还是它的手感，在当下的手机市场中可以说做到了独一份。打开包装满满的惊喜，珍珠白色的手机机身后壳灯光折射下想珍珠般闪着光亮，是我一直以来喜欢的颜色。手感超好，一手掌握，轻便舒适，颜值超高，机身尺寸大小和重量都超爱，顺滑流畅的手机边框，爱不释手。屏幕触感圆润细腻，运行速度超快，拍照颜色艳丽清晰，最棒的一次购物旅程。,边框,True
17,提前几天就预订了OPPOK9手机，真的非常期待，物流超快。首先包装高端大气上档次，对待起OPPO这个金字招牌，宝贝拿到手里喜悦心情由然而生，机身重量轻巧，做工细致，这颜值真的很漂亮。机身厚度真的轻薄，重量只有172克重，拿到手里感觉没有拿到什么东西似的，后盖两侧做了带曲率弧边的处理，进一步收窄原来仅8点零的机身厚度手感超好。拍照也很好看，运行流畅不卡顿，待机时间还需要再测试。,重量,True
18,vivoiQOO活力版搭载高通骁龙870处理器，较上代骁龙865相比，CPU和GPU性能均提升10%，性能更强悍、功耗更低。配备超级液冷散热系统，无论充电或是游戏中，CPU温度可直降10°，机身表面温度下降2-3℃，配合全新Multi-Turbo 5.0，为手机稳定流畅使用提供了坚实保障。配备6.57英寸144Hz LCD竞速屏，拥有90.4%屏幕占比，搭载阳光屏技术，即使在户外、强光等高亮条件下，依旧拥有清晰、舒适的视觉体验。提供极夜黑与冰峰白两款配色可选。,骁龙865,True
19,屏幕一般，外壳像纸皮，没有发票？,屏幕,False
20,坚果R2锤子手机很好用，这是第二部了，内存选择12GB运行内存256GB存储内存的。手机外观很漂亮，物流速度很快。松绿色好看，手感很好！立体双扬声器，声音特别大，1.08亿像素，相机提升的非常大！骁龙865的处理器，配置特高，运行速度快的很，重度电商办公足够，游戏也是杠杠滴！待机时间特别长，一半的初始电，测试一下，整整用了多半天+一晚上，充电半个钟就基本上满了SOS系统，就不用吹了，忠实老用户，目前还没有对手，包括那些迷之自信的果X们，醒醒，该入手R2了！,存储内存,True
21,iPhone11买了之后一天不到就收到了，物流非常快。黑色很漂亮，机身材质是玻璃的，特别清透好看，外观显得非常高贵，手感很舒适，机身尺寸和厚度也刚合适，握着很方便。屏幕是视网膜的分辨率，很清晰。音响效果好。夜晚的夜拍模式是一个很大的进步，另外拍照加了超大广角，拍的照片超好看。运行速度很快，不是一般的快。是特别快。待机时间也长，很喜欢。,材质,True
22,魅族17 Pro机身整体线条优美，手感很好，隐形环形充电一大亮点特别喜欢这个设计有个性。屏幕不错我想要的都有，音效赞好听，拍照后置前置都很清晰，像素高，平常喜欢拍照，白天可以广角拍摄晚上有环形闪光灯，随时随地都可以留下美好清晰的回忆，大赞。运行速度快，早上充满正常使用晚上还有百分之三十的电，电池很耐用，续航能力强。,前置,True
23,荣耀Play5T特别特别的好用，而且系统一点都不卡，电量特别的好，充一次电可以用三天。拍照特别的清楚，客服也特别的好，特别的贴心，发货速度很快，东西包装的很好，价格优惠，我很满意。设计新颖时尚，网速快，充电快，容易上手，操作一学就会，拍照清晰度好，商家服务态度好有问必答，手机包装很好，京东快递给力。,发货速度,True
24,首先一加8T手机做工精良，机身轻薄，手感真好，屏幕素质是真高，系统简洁轻快，手机的颜色也非常有档次，运行速度很快很流畅，拍照也不错，特别是人像模式，还有夜景模式。拍出来的照片真的绝了，还有光学防抖，65W快充充电很快，大电池也比较耐用，价格不贵，性价比很高，运行速度没话说，总体来说，我感觉很不错。,光学防抖,True
25,OPPOK9配备了高通768G的CPU，运行速度真的很快，反应真的超过我的预期，四个摄像头拍照真的赶比专业照相机了，机身轻巧灵活，90Hz屏幕刷新率，65w超级闪充，充电速度超级快，6400万像素真的让我很满意，游戏内还可以变声，哈哈哈真的好玩，还有电竞模式，让游戏体验更加完美，是年轻人的首选机型。总体来说我对这款手机真的很满意，5000毫安的大电池可以满足大部分人的需求！性价比超高，强烈推荐大家购买！,运行速度,True
26,iPhone11手机的屏幕材质都是玻璃面的，手感好，京东发货就是快，挑选手机时卖家很热情、有耐心、发货速度快。苹果11双卡双待，音量很OK，通话质量也很好，平时听音乐、看视频音效也很赞，夜晚拍照效果出众。开机速度快、运行速度快、多软件切换自如、从不卡顿非常流畅，这也是为什么一直坚持使用苹果手机的原因之一了。待机时间很nice，户外旅游一天，到晚上才充电，现在的苹果手机可以边用边充且不伤害手机电池了，越来越棒的发展。,发货,True
27,真我GT Neo的外形很酷，非常适合追求时尚的人，我选的最终幻想后盖设计，手感不错。屏幕清晰通透，色彩艳丽，亮度不刺眼。拍照基本满足日常的拍摄需求。特别拍风景照，色彩较好。打开APP速度较快，运行较流畅。有时会短时间断网。一般使用一天的待机时间，充电速度快，基本50分钟可以充满，15分钟可以冲35%。机身重量180g左右，还不错。,重量,True
28,魅族18手机设计的非常漂亮，白色的机身后壳颜色特别美，那种特殊的白，真的美妙的很。屏幕显示效果非常不错，三星的高分辨高刷屏，非常好用。拍照效果很棒，骁龙888和flyme系统的完美的搭配，运行速度极快，待机时间非常优秀，充电速度非常快。屏幕尺寸大小刚刚好，机身重量控制的也不错，用着刚刚好。,尺寸,True
29,荣耀V40的正面和背面都有超高颜值，正面屏幕设计是6.72 英寸 的80°超曲飞瀑屏，双挖孔风格，远远望去就像一块超大屏幕，视觉效果很好。机身背面，则是光哑共融，将风靡时尚圈的重构秩序的设计语言应用到手机上，材质是磨砂质感的AG防眩玻璃刚好将张扬的双镀膜工艺收敛的刚刚好。另外，它还有硕大的后置摄像头，看起来更有辨识度。在手感和质感方面，做到顶级。,超曲飞瀑屏,True
30,iPhone11手机整个的颜值超高，手感不错，音效不也错，没有杂音，超级好的拍照效果，果然真实感超强，运行速度就不用说了，超快，13处理器地表最强了。习惯一天一冲电，电量挺抗用的。618零点抢购的，价格合适，买的超值。重点批评京东的包装，真的太简陋了，就一个纸壳子，胶带还没有封严实，希望有待改正。,手感,True
31,OnePlus 9R手机的外观很靓，界面简洁明了，屏幕色彩艳丽，亮度会根据环境光线实时调整，对眼睛很友好，音质很圆润，不燥。拍照清晰，傻瓜式、易操作。待机时间中度使用一天没问题。8G运存，256G的内存使用起来顺畅无压力，不知道后期如何，新机状态很好，开机时间基本都是秒开。顺便说一下，快递很给力，次日达，出乎我的意料。,亮度,True
32,魅族18使用流畅，屏幕显示效果非常好，手机机身尺寸大小正合适，拿在手里握感很舒服，最主要是0广告推送。指纹识别真的很快，等风的颜色也是绝美，音质非常好，音量也很大。屏幕尺寸小，但同时达到了2K细腻显示，音效一直都是魅族的强项，声音非常大，并且不破音。拍照方面也是不错的，硬件好，高通888处理器顶级配置，待机一般般。需要加强，没有充电头。,机身,True
33,荣耀Play5T手机颜值真的超级漂亮，手感好，摄像头相当阔气！送给妈妈的礼物，妈妈非常满意！使用了一天了，运行速度超快，屏幕分辨率很好！充电很快很方便！这个价位也是非常感谢卖家了。手机外型好看，让人看见了爱不释手，手感很好，很漂亮，听歌和看电影，声音都很大，声音效果很好。电池容量大。看电影和游戏可以放心玩。屏幕显示很清楚，用起来触感很舒服，续航时间长，充电速度快，值得拥有。,声音,True
34,小米10s，一直使用小米手机，性价比真的很高，系统稳定性好，设计也不错，质量很好，真是物超所值。像素好拍照片特别棒，音质好声音立体音，微信语音都好听多了。,系统,True
35,iPhone12，颜值很帅，经典外观，红色骚气，流畅丝滑，重量很轻，适合单手操作，屏幕清晰细腻，双摄像头，照片清晰还原度好，外放音质不错，续航还行，轻度使用一天没有问题，信号比苹果6更好，5G网速飞快！跟苹果6p比，简直是翻天覆地的变化，特别是价格非常给力，总之超级喜欢，特别满意，借用一个词“真香”！,重量,True
36,荣耀Play5T抢购到手，很快就发货了，手机手感很好，屏幕分辨率清晰，使用也很简单，作为老年机不错，老人很快上手使用。机身材质是玻璃的，质感好，外形美观，屏幕显示清晰透亮，声音响亮，像素很好，拍照够用了，运行速度流畅的很，希望以后一直好。配备上，东西很齐全，充电器，手机保护壳，别针等一应俱全。手机外观还是蛮不错的，很时尚而且比较亮眼，超级快充，充电速度超快，拍照的照片也很清晰。,充电器,True
37,vivoX60，外观漂亮，做工精致，颜色是黑色透着蓝绿色的光，非常漂亮。机身真的是非常轻薄，手感也非常不错。三星屏幕显示效果细腻，而且120HZ的高刷新率滑动流畅，音效因为是单扬声器只能说一般吧，但配上耳机不错，4800W 主摄像拍照效果可以说真的清晰，有蔡司镜头认证，效果惊艳。1080处理器不错，很强大，加上大内存和特有融合3GB技术，运行速度很快，无任何卡顿，待机时间也够用。,运行,True
38,OPPOReno5系列发布当晚看过直播后就果断下单，快递很快，迫不及待打开看看，果然没有让我失望。4300mah的大电池容量配合高通765G处理器，超大的显示器配合超窄的边框，让视屏画面瞬间输出整个屏幕，画质也很清晰。星钻光芒，轻薄机身采用全新星钻工艺，色彩随光而变，让整个手机看上去更加酷炫，手感也是十分优秀。还有不得不提的拍照功能，6400万水光人像4摄张张都是超美大片。还有AI焕采人像视频美颜功能8重100级视频美颜自定义，让你美得与众不同。,手感,True
39,魅族18的手感无敌，外形好看，屏幕显示A级，120hz与2k同开，立体声双扬声器，声音好听，拍照够用，不至于失望，性能满血，运行速度不用担忧，不玩游戏，待机时间一天够用。用户体验以及这个小窗功能，安卓阵营再也没有第二个，支持下魅族，这次你成了，音质分享个视频听听，不是一般的赞，屏幕触感丝滑的程度，安卓阵营屈指可数，不体验你永远不知魅族的用心，最后狂赞。,手感,True
40,第一次买realme的手机，选了真我GT Neo，也是第一次买联发科芯片的手机。下单前，做了些research，才决定买。首发时，交了定金，送了白色有线耳机，音质非常不错。屏幕显示清晰，色彩艳丽，亮度高，在户外阳光下使用，完全没问题。照相效果一般，在这个价位，可以接受。中度使用，电池可以支持一天。手机系统介于原生和定制之间，而且有自己的特色，运行非常流畅，玩各种游戏，还没遇过到问题。总之，对这款手机，非常满意。,联发科芯片,True
41,买了一加8T银时这款，颜色看着稳重低调，手感也特别好，手机机身比较窄，适合小手握持。120HZ的屏幕高刷屏用起来就是比60HZ的顺畅，滑动起来也比较跟手，应该是高采样率的功劳，带来的显示效果非常棒。前置镜头拍照真的很棒，把人拍的美美哒，后置4摄加双闪光灯比我的一加6进步太多了，拍照特别清晰，还有广角和微距，2倍光学和10倍数字变焦，而且还有光学防抖，拍照录视频都特别稳。运行速度没得说，一加的系统也是我喜欢的运行非常快的系统。4500的电池超级耐用，还有65w的快充根本不用担心电池没电。,微距,True
42,一加8T手机运行速度很快，一点都不卡顿。外观大气，很喜欢这个直板的屏幕，触感也很好。送的手机壳很舒服，完全贴合，质量很好。充电器特别给力，不到一个小时就能充满。外形简洁漂亮，手机机身很轻薄，手感很好，双扬声器音效很好，屏幕显示清晰，色彩缤纷。骁龙865的处理器12+256的配置，运行效果非常好，4500毫安大电池，待机妥妥一天没问题，65W快充，30多分钟很快。,快充,True
43,魅族18简直是非常不错的手机，操作很人性化，系统很好。手感特别棒，手机机身轻巧，外观漂亮，机身尺寸大小合适，系统流畅纯净，颜色很漂亮，素雅，做工的话严丝合缝，2k屏幕观感不错，系统流畅，手感超好，单手操作无压力，屏幕显示很好。,观感,True
44,屏幕显示不是很清晰，触屏还可以，但是出厂没有贴膜，客服却说有的，纯属骗人嘛，还解释说对不起，有毛线用啊，有问题再说吧,屏幕显示,False
45,vivoiQOO在影像系统方面，拥有4800万AI超广角三摄，拍照超级清晰。全新OriginOS for iQOO系统，提供创新桌面主屏，并具备iQOO手机独家专属控制台、行为壁纸，以及超级卡包、原子随身听等。此外全功能NFC、摄像头检测和相册夜景人像等实用功能，带来充满惊喜的玩机趣味。,AI超广角三摄,True
46,OnePlus 9R手机的外观很靓，界面简洁明了，屏幕色彩艳丽，亮度会根据环境光线实时调整，对眼睛很友好，音质很圆润，不燥。拍照清晰，傻瓜式、易操作。待机时间中度使用一天没问题。8G运存，256G的内存使用起来顺畅无压力，不知道后期如何，新机状态很好，开机时间基本都是秒开。顺便说一下，快递很给力，次日达，出乎我的意料。,外观,True
47,近期的手机里，真我GT Neo的性价比无敌了，配色也比较好看。手感比较轻，适合女生。充电器是65W的，我试过了充电器可以混用，都能实现快充，手机运行速度特别快，手机机身背面的光带可以变换各种颜色，非常具有科技感。屏幕下边还有一个3.5毫米的耳机孔，可以一边听歌追剧一边充电。屏幕截图涂鸦功能非常强大。除了可以自由涂鸦之外，还可以涂鸦出有规则的图形，例如长方形、圆形、箭头等，而且涂鸦之后的规则图形还可以自由地放大、缩小、旋转、移动，还可以调节涂鸦画笔的颜色。,机身,True
48,坚果R2的颜值爆表，精美的像一件艺术品，翡翠绿这个颜色太好看了，屏幕分辨率高，色彩亮丽，显示清晰。拍照还用说吗？上亿级别的像素，可以玩摄影了。12+256运行速度能不流畅吗？行云流水般的速度。待机也很好，一天使用没一点问题。锤子的特色，它都具备，漂亮，好用，真香，对得起这五千块大洋！,显示,True
49,iPhone SE机身尺寸刚刚好，现在的手机都太大了，13的处理器，升级14非常流畅，64G内存完全够我用，而且价格实惠，对于离不开苹果的又不想多花钱购买更好的11这款还是值得拥有。手机很好，红色的颜色很特别，主要价钱亲民，机身尺寸很合适，操作流畅，适合买来做备用机或者学生党入门款。,内存,True
50,华为P40手机的颜值真是太高了，一眼就相中零度白了，太漂亮了，专门去实体店体验了一把，非常满意，拍照效果很好。电池说一下，刚开始用的时候消息通知没关，基本上4小时待机耗电20%，后来关了，4小时待机耗电10%左右，日常使用很OK了，觉得费电的就带个充电宝，息屏时钟最爱。握在手里机身尺寸大小合适，赠送了耳机，手机没有耳机孔要用tpc耳机，蓝牙耳机也挺好用。屏幕超级清晰。,颜值,True
51,华为P40手机的外观设计好好看，电池续航能力也很强，拍照好像是自带滤镜，很清晰，也不用在下修图软件加滤镜了，打王者也不卡顿，运行很快，而且游戏界面可以接电话。手感也不错，摸着很舒服，客服不错，发货神速。,拍照,True
52,小米11机身长度修长俊秀，厚度轻薄，外形漂亮，手感也挺好，屏幕显示清晰明亮，色彩饱满，双喇叭立体声音质效果好。拍照效果绝对刚，清晰度很高，还有很多特效可以玩，学习中……运行流畅，毫无卡顿，切换速度快，充电速度快，支持无线充电，待机时间长，中度使用一整天毫无压力。,长度,True
53,国产大品牌荣耀V40采用前后双曲面设计，正面为挖孔屏，屏幕占比达93.24%。拍照成像画面清晰，色彩还原真实，解析力不错。运行完美，系统优化到位，使用体验优秀。总体非常满意。外观很好看，手机机身很轻薄，手感很好，屏幕是飞瀑屏，防误触做的很好，背面摄像头很醒目，机身背面采用双层纹理镀膜工艺，很有辨识度；66w有线闪充很不错，摄像头暗光拍摄效果很好。,前后双曲面,True
54,华为P40，快递挺快，包装完好。运行速度挺不错的，颜色很好看，类似于贝母的那种流光真是好看的不行，像素也很高，音效听着那种深沉的，一点也不刺耳！厚重的感觉！待机时间不错，能长达一天。,包装,True
55,华为nova8手机不错呀，手感好，运行速度很快，拍照效果不错，音效杠杠滴，曲面屏，颜色漂亮，机身重量也不重，手感很不错，拍照也清晰，做了功课三千元左右的价位，Nova8真的值得入手，配件送了很多，贴膜、白硅胶和磨砂黑硅胶套都送了，很贴心。,机身,True
56,vivoS9刚刚上市就入手了，刚玩了一下，前置拍照非常清晰，自拍再也不用P图了哈哈哈，不愧是自拍旗舰，外观大气轻巧，触感灵敏，功能也很齐全，反应快，夜视拍照很惊讶，前面两灯光很个性。外观手感方面看着特别舒服，打游戏无高温发烫现象，非常满意的。拍视频特别清晰，电池耐用。屏幕边缘有氛围光效，自己喜欢设置，太好看了，很喜欢，够酷炫。,夜视,True
57,确认过眼神，是我喜欢的那个魅族，本次购入魅族17 Pro，选择了定白，机身金色的边框刚刚好，很优雅，屏幕还是很好，我是从16plus换过来的，魅族的屏幕看着还是很舒服，骁龙865处理器，搭配Flyme系统，运行速度丝滑顺畅，待机时间还没试，昨天刚收到还没充满电试过，5g时代，能一天一充我就满足了。唯一觉得遗憾的就是机身厚度太厚了，不过为了大电池做的取舍，也能接受。,5g,True
58,荣耀V40，迄今为止见过最美的荣耀手机。颜值高，机身背面颜色流光溢彩，如梦似幻。手感好，握着很舒服，屏幕显示好，颜色丰富，刷新率高，翻页流畅。充电快，66W超级快充，很快就充满了。颜色炫酷，拍照也很清晰。手机屏幕设计是曲面屏。整体效果不错。价格也10分的公道合理。有着一贯的华为的稳重大方。支持国货当自强！,价格,True
59,包装里面没有保护壳，插针等配件，运行卡顿，像素不好。,保护壳,False
60,这款新iPhone SE真的有点顶到肺了，早点出来多好！个人最喜欢小手机，其实这个机身尺寸相对于初代SE的手感，还是比不上的，手上有台小8的我。买它就两个原因A13处理器真的强到没朋友，人像拍照模式不错，还有这红黑配色是我没用过的。商家发货速度很快非常快，不光是正品，价格还实惠，客服态度很好，有问题一一解答了！买来当备用机，内存大，拿着手感非常好，系统不卡顿！一直青睐苹果手机！好评。,系统,True
61,荣耀V40太好了，外观太漂亮了，声音效果非常好，拍摄效果也非常好，多功能，比苹果都强多了，我最喜欢的就是外观设计，边上都是屏幕，太爱了，各个当面都挺好的。运行速度、待机就更不用说了，在一个就是，京东的送货速度，完美，快递小哥，更是，没的说，客服也很好。,屏幕,True
62,用了一段时间，小米11非常好用，系统非常的流畅。而且屏幕显示清晰。储存卡大，我要是8×256g，够用得了，拍照效果非常的好。播放的音质也可以。待机时间也可以。一天吧，用一天一充电，充电的速度非常快，省4%的电，充电时间45分钟，真够快的。赞！,待机,True
63,坚果R2的外形超级好看！2S那款大红色和这款R2松绿色的款式和颜色都是我一眼就看上的。我一直都是锤粉，都在京东拍了四部锤子坚果手机了。屏幕清晰，音效不错，拍照效果相当好，美眉们当然特别喜欢像素高的啦，12G运行速度特别快！待机时间还可以，我是卖服装的，店里经常拍视频可以用上一整天。,屏幕,True
64,OPPO Find X3终于到手啦，物流简直太快啦，包装很好，一点都没破损，外形很好看，机身后壳材质是白色的AG磨砂玻璃，我的爱，2K+ 120屏幕显示贼牛。机身下缘平整不会硌手指，背面似磨砂但很滑，流线设计，一体式摄像模组不会很突兀。拍照上，10亿色双主摄加60倍显微镜，AI视频拍摄，拍摄会更简单专业，滤镜很有质感。4500mAh+65w闪充+30w无线，充电速度很快。,闪充,True
65,iPhone11手机的外观设计我不喜欢，真的是完全避开我的审美标准，机身背面材质是磨砂的，摸起来很不舒服，线条也是我不喜欢的，我觉得是性价比最低的。更过分的的是没有充电头和有线耳机，现在这个手机到手已经8天了，自用感觉使用效果真不行，体验感不好，细节也不完美，屏幕触感也不好。关于续航方面我觉得一般，在不玩游戏的情况下就可以坚持半天，运行速度呢也一般。,运行速度,False
66,OPPO Reno4收到了，物流很快，整体质量非常好，拍照片效果清晰，而且使用速度很快，电池续航能力很强，可以待机时间长，用着玩大型游戏也没有卡顿现象，像素很高，照片很清晰、高清度好，买的很满意。外观设计精美，音质不错，拍照效果很好，运行速度挺快的，待机时间长，物流很快，今天下单，第二天就收到了，客服也很有耐心为我解答问题。,续航能力,True
67,我特别喜欢iPhone SE这个小手机，运行速度和我之前用的11promax不相上下，也不发热，电量的话激活到现在用了百分之二十，屏幕分辨率没有说的那么不堪一击，显示清晰细腻，开机速度很快，系统一如既往的喜欢，电池有提升，希望能够继续保持。手感轻盈小巧，握在手上舒适得体，单手就能掌控整台手机，非常适合小屏党，然后就是处理器，运行流畅杠杠滴，支持日常生活防水，性价比超高。搭载A13芯片，流畅的ios系统，绝对是小屏性能机的不二选择，摄像方面虽然是单摄，但是成像效果很不错。如果对拍照和屏幕大小没有特别高要求的话，这绝对是值得入手的一款手机，完全能够满足日常的各种需求，强烈推荐！,处理器,True
68,前置摄像头有东西，联系三天了也没客服来解决,前置摄像头,False
69,系统广告太多，手感不好，音效不行。,手感,False
70,坚果R2颜值高，手感好，采用微曲面设计，电池大，充电快，送了氮化稼充电器，这个太赞了。系统是核心卖点，运行确实很流畅，坚果PRO到现在也是操作溜溜溜，比很多安卓的手机都要流畅，也是这么多年来一直用坚果的原因。使用感很好，操作流畅非常好。外观设计很漂亮，软件一如既往的好用，相机也不用再吐槽了。,操作,True
71,华为nova8价格优惠是正品，包装也给力，快递也很奈斯，出了点小插曲，客服态度很好。机身厚度很薄，重量很轻，拿在手里很轻巧，手感好，适合女生，外观很漂亮，屏幕显示很清晰，音效也不错，像素也很高，拍照清晰，新机子运行速度也快，反应迅速，运行流畅，待机时间还带考量，总体不错，性价比高，推荐。,拍照,True
72,华为P40，外形好看，颜色很喜欢，屏幕的显示效果很高清，拍照超清晰。待机时间长，我用了两天 一次充电 不过没有玩游戏什么的，运行速度也很快，颜值高，手感光滑，拿着舒服，屏幕靓丽，像素高，拍照效果好，清晰，逼真。超级快充，一个多小时能充满，电池也非常经用，支持国产支持华为。,华为P40,True
73,荣耀V40的正面和背面都有超高颜值，正面屏幕设计是6.72 英寸 的80°超曲飞瀑屏，双挖孔风格，远远望去就像一块超大屏幕，视觉效果很好。机身背面，则是光哑共融，将风靡时尚圈的重构秩序的设计语言应用到手机上，材质是磨砂质感的AG防眩玻璃刚好将张扬的双镀膜工艺收敛的刚刚好。另外，它还有硕大的后置摄像头，看起来更有辨识度。在手感和质感方面，做到顶级。,视觉效果,True
74,华为nova8收到用的一天才来评价，首先发货速度超快，第二三天就到了，其次手机是原装正品，封盒封条都完好，新机运行速度用着也飞快，网速比苹果快，充电速度也是飞快，手机机身很薄很轻盈，8号色颜值担当啊，手感也不错，期待后期与它相守的时间里，给让我更多的惊喜！,发货速度,True
75,小米10s，快递特别快呀，昨天晚上下的单，第二天上午就到了，拿到手机包装无损坏，配件很齐全，就是机身重量比想象的重，曲面屏特别喜欢！手机屏幕触摸起来灵敏度不错，一亿像素拍照清晰，目前看来电池续航还可以，没有特别发热问题，运行速度很快，音质挺好，音色清晰，赠的无线耳机真香，第一次网上买手机，总体体验不错。,机身,True
76,OPPO Reno4手机收到，外观非常漂亮，屏膜清晰，音质效果非常好，拍照效果清晰完美，运行速度快不卡顿，动态屏保十分逼真，充电快，待机时间长，手感好，机身轻薄，功能强大！值得推荐！值得购买！值得信赖！,拍照,True
