,text,aspect,label
10,OPPOK9手机给家里老人买的，外观本来以为黑的，结果是很漂亮的深蓝，机身背面像机动战士的文字，运行速度相当快，各种软件权限的限制做的也很好，不会像以前各种弹窗满天飞，屏下指纹吓到我了，oled屏幕不会有以前那种劣质感，充电奇快，系统底层改的很不错，多手势操作流畅，耳机试了下偏苹果原配的调音，摄像头上来就给了个美颜，男士不习惯，关掉后也感觉有轻微美颜，外放声音会比苹果大，整体是一次很满意的购物体验。,摄像头,True
11,OPPOK9手机给家里老人买的，外观本来以为黑的，结果是很漂亮的深蓝，机身背面像机动战士的文字，运行速度相当快，各种软件权限的限制做的也很好，不会像以前各种弹窗满天飞，屏下指纹吓到我了，oled屏幕不会有以前那种劣质感，充电奇快，系统底层改的很不错，多手势操作流畅，耳机试了下偏苹果原配的调音，摄像头上来就给了个美颜，男士不习惯，关掉后也感觉有轻微美颜，外放声音会比苹果大，整体是一次很满意的购物体验。,外放声音,True
12,OPPOK9手机给家里老人买的，外观本来以为黑的，结果是很漂亮的深蓝，机身背面像机动战士的文字，运行速度相当快，各种软件权限的限制做的也很好，不会像以前各种弹窗满天飞，屏下指纹吓到我了，oled屏幕不会有以前那种劣质感，充电奇快，系统底层改的很不错，多手势操作流畅，耳机试了下偏苹果原配的调音，摄像头上来就给了个美颜，男士不习惯，关掉后也感觉有轻微美颜，外放声音会比苹果大，整体是一次很满意的购物体验。,美颜,True
13,华为mate40手机很好用，外观也很漂亮，首发一抢就抢到了。外观颜色很好看，一眼就相中了。拍照效果很好，画质特别清晰。运行流畅，无一丝卡顿现象。待机时间得益于麒麟9000E，非常不错，这一块4200毫安电池的表现更好，3D支付级人脸识别、智感支付、隔空滑屏等功能也都让人眼前一亮。,华为mate40,True
14,华为mate40手机很好用，外观也很漂亮，首发一抢就抢到了。外观颜色很好看，一眼就相中了。拍照效果很好，画质特别清晰。运行流畅，无一丝卡顿现象。待机时间得益于麒麟9000E，非常不错，这一块4200毫安电池的表现更好，3D支付级人脸识别、智感支付、隔空滑屏等功能也都让人眼前一亮。,外观,True
15,华为mate40手机很好用，外观也很漂亮，首发一抢就抢到了。外观颜色很好看，一眼就相中了。拍照效果很好，画质特别清晰。运行流畅，无一丝卡顿现象。待机时间得益于麒麟9000E，非常不错，这一块4200毫安电池的表现更好，3D支付级人脸识别、智感支付、隔空滑屏等功能也都让人眼前一亮。,颜色,True
16,华为mate40手机很好用，外观也很漂亮，首发一抢就抢到了。外观颜色很好看，一眼就相中了。拍照效果很好，画质特别清晰。运行流畅，无一丝卡顿现象。待机时间得益于麒麟9000E，非常不错，这一块4200毫安电池的表现更好，3D支付级人脸识别、智感支付、隔空滑屏等功能也都让人眼前一亮。,拍照,True
17,华为mate40手机很好用，外观也很漂亮，首发一抢就抢到了。外观颜色很好看，一眼就相中了。拍照效果很好，画质特别清晰。运行流畅，无一丝卡顿现象。待机时间得益于麒麟9000E，非常不错，这一块4200毫安电池的表现更好，3D支付级人脸识别、智感支付、隔空滑屏等功能也都让人眼前一亮。,待机,True
18,华为mate40手机很好用，外观也很漂亮，首发一抢就抢到了。外观颜色很好看，一眼就相中了。拍照效果很好，画质特别清晰。运行流畅，无一丝卡顿现象。待机时间得益于麒麟9000E，非常不错，这一块4200毫安电池的表现更好，3D支付级人脸识别、智感支付、隔空滑屏等功能也都让人眼前一亮。,麒麟9000E,True
19,华为mate40手机很好用，外观也很漂亮，首发一抢就抢到了。外观颜色很好看，一眼就相中了。拍照效果很好，画质特别清晰。运行流畅，无一丝卡顿现象。待机时间得益于麒麟9000E，非常不错，这一块4200毫安电池的表现更好，3D支付级人脸识别、智感支付、隔空滑屏等功能也都让人眼前一亮。,电池,True
20,华为mate40手机很好用，外观也很漂亮，首发一抢就抢到了。外观颜色很好看，一眼就相中了。拍照效果很好，画质特别清晰。运行流畅，无一丝卡顿现象。待机时间得益于麒麟9000E，非常不错，这一块4200毫安电池的表现更好，3D支付级人脸识别、智感支付、隔空滑屏等功能也都让人眼前一亮。,画质,True
21,华为mate40手机很好用，外观也很漂亮，首发一抢就抢到了。外观颜色很好看，一眼就相中了。拍照效果很好，画质特别清晰。运行流畅，无一丝卡顿现象。待机时间得益于麒麟9000E，非常不错，这一块4200毫安电池的表现更好，3D支付级人脸识别、智感支付、隔空滑屏等功能也都让人眼前一亮。,运行,True
22,华为mate40手机很好用，外观也很漂亮，首发一抢就抢到了。外观颜色很好看，一眼就相中了。拍照效果很好，画质特别清晰。运行流畅，无一丝卡顿现象。待机时间得益于麒麟9000E，非常不错，这一块4200毫安电池的表现更好，3D支付级人脸识别、智感支付、隔空滑屏等功能也都让人眼前一亮。,卡顿现象,True
23,华为mate40手机很好用，外观也很漂亮，首发一抢就抢到了。外观颜色很好看，一眼就相中了。拍照效果很好，画质特别清晰。运行流畅，无一丝卡顿现象。待机时间得益于麒麟9000E，非常不错，这一块4200毫安电池的表现更好，3D支付级人脸识别、智感支付、隔空滑屏等功能也都让人眼前一亮。,3D支付,True
24,华为mate40手机很好用，外观也很漂亮，首发一抢就抢到了。外观颜色很好看，一眼就相中了。拍照效果很好，画质特别清晰。运行流畅，无一丝卡顿现象。待机时间得益于麒麟9000E，非常不错，这一块4200毫安电池的表现更好，3D支付级人脸识别、智感支付、隔空滑屏等功能也都让人眼前一亮。,人脸识别,True
25,华为mate40手机很好用，外观也很漂亮，首发一抢就抢到了。外观颜色很好看，一眼就相中了。拍照效果很好，画质特别清晰。运行流畅，无一丝卡顿现象。待机时间得益于麒麟9000E，非常不错，这一块4200毫安电池的表现更好，3D支付级人脸识别、智感支付、隔空滑屏等功能也都让人眼前一亮。,智感支付,True
26,华为mate40手机很好用，外观也很漂亮，首发一抢就抢到了。外观颜色很好看，一眼就相中了。拍照效果很好，画质特别清晰。运行流畅，无一丝卡顿现象。待机时间得益于麒麟9000E，非常不错，这一块4200毫安电池的表现更好，3D支付级人脸识别、智感支付、隔空滑屏等功能也都让人眼前一亮。,隔空滑屏,True
27,选了好几天，最终还是选择真我GT Neo这款。我看上它的不仅仅是价格这块，更吸引我的是真我的配置，天玑1200处理器，在内存上，更是设置运行内存12G，总存储内存256G，大电池容量4500毫安，50w闪充，再也不用担心内存不够用，6.4英寸的屏幕尺寸，5G时代的运行速度，拍照效果杠杠的，通话效果完好，没有指纹功能，但可以密码或人脸解锁，解锁前可以按键或摇一摇启动解锁程序，好评。,真我GT Neo,True
28,选了好几天，最终还是选择真我GT Neo这款。我看上它的不仅仅是价格这块，更吸引我的是真我的配置，天玑1200处理器，在内存上，更是设置运行内存12G，总存储内存256G，大电池容量4500毫安，50w闪充，再也不用担心内存不够用，6.4英寸的屏幕尺寸，5G时代的运行速度，拍照效果杠杠的，通话效果完好，没有指纹功能，但可以密码或人脸解锁，解锁前可以按键或摇一摇启动解锁程序，好评。,价格,True
29,选了好几天，最终还是选择真我GT Neo这款。我看上它的不仅仅是价格这块，更吸引我的是真我的配置，天玑1200处理器，在内存上，更是设置运行内存12G，总存储内存256G，大电池容量4500毫安，50w闪充，再也不用担心内存不够用，6.4英寸的屏幕尺寸，5G时代的运行速度，拍照效果杠杠的，通话效果完好，没有指纹功能，但可以密码或人脸解锁，解锁前可以按键或摇一摇启动解锁程序，好评。,天玑1200处理器,True
30,选了好几天，最终还是选择真我GT Neo这款。我看上它的不仅仅是价格这块，更吸引我的是真我的配置，天玑1200处理器，在内存上，更是设置运行内存12G，总存储内存256G，大电池容量4500毫安，50w闪充，再也不用担心内存不够用，6.4英寸的屏幕尺寸，5G时代的运行速度，拍照效果杠杠的，通话效果完好，没有指纹功能，但可以密码或人脸解锁，解锁前可以按键或摇一摇启动解锁程序，好评。,内存,True
31,选了好几天，最终还是选择真我GT Neo这款。我看上它的不仅仅是价格这块，更吸引我的是真我的配置，天玑1200处理器，在内存上，更是设置运行内存12G，总存储内存256G，大电池容量4500毫安，50w闪充，再也不用担心内存不够用，6.4英寸的屏幕尺寸，5G时代的运行速度，拍照效果杠杠的，通话效果完好，没有指纹功能，但可以密码或人脸解锁，解锁前可以按键或摇一摇启动解锁程序，好评。,电池,True
32,选了好几天，最终还是选择真我GT Neo这款。我看上它的不仅仅是价格这块，更吸引我的是真我的配置，天玑1200处理器，在内存上，更是设置运行内存12G，总存储内存256G，大电池容量4500毫安，50w闪充，再也不用担心内存不够用，6.4英寸的屏幕尺寸，5G时代的运行速度，拍照效果杠杠的，通话效果完好，没有指纹功能，但可以密码或人脸解锁，解锁前可以按键或摇一摇启动解锁程序，好评。,屏幕,True
33,选了好几天，最终还是选择真我GT Neo这款。我看上它的不仅仅是价格这块，更吸引我的是真我的配置，天玑1200处理器，在内存上，更是设置运行内存12G，总存储内存256G，大电池容量4500毫安，50w闪充，再也不用担心内存不够用，6.4英寸的屏幕尺寸，5G时代的运行速度，拍照效果杠杠的，通话效果完好，没有指纹功能，但可以密码或人脸解锁，解锁前可以按键或摇一摇启动解锁程序，好评。,拍照,True
34,选了好几天，最终还是选择真我GT Neo这款。我看上它的不仅仅是价格这块，更吸引我的是真我的配置，天玑1200处理器，在内存上，更是设置运行内存12G，总存储内存256G，大电池容量4500毫安，50w闪充，再也不用担心内存不够用，6.4英寸的屏幕尺寸，5G时代的运行速度，拍照效果杠杠的，通话效果完好，没有指纹功能，但可以密码或人脸解锁，解锁前可以按键或摇一摇启动解锁程序，好评。,通话,True
35,选了好几天，最终还是选择真我GT Neo这款。我看上它的不仅仅是价格这块，更吸引我的是真我的配置，天玑1200处理器，在内存上，更是设置运行内存12G，总存储内存256G，大电池容量4500毫安，50w闪充，再也不用担心内存不够用，6.4英寸的屏幕尺寸，5G时代的运行速度，拍照效果杠杠的，通话效果完好，没有指纹功能，但可以密码或人脸解锁，解锁前可以按键或摇一摇启动解锁程序，好评。,运行内存,True
36,选了好几天，最终还是选择真我GT Neo这款。我看上它的不仅仅是价格这块，更吸引我的是真我的配置，天玑1200处理器，在内存上，更是设置运行内存12G，总存储内存256G，大电池容量4500毫安，50w闪充，再也不用担心内存不够用，6.4英寸的屏幕尺寸，5G时代的运行速度，拍照效果杠杠的，通话效果完好，没有指纹功能，但可以密码或人脸解锁，解锁前可以按键或摇一摇启动解锁程序，好评。,存储内存,True
37,选了好几天，最终还是选择真我GT Neo这款。我看上它的不仅仅是价格这块，更吸引我的是真我的配置，天玑1200处理器，在内存上，更是设置运行内存12G，总存储内存256G，大电池容量4500毫安，50w闪充，再也不用担心内存不够用，6.4英寸的屏幕尺寸，5G时代的运行速度，拍照效果杠杠的，通话效果完好，没有指纹功能，但可以密码或人脸解锁，解锁前可以按键或摇一摇启动解锁程序，好评。,容量,True
38,选了好几天，最终还是选择真我GT Neo这款。我看上它的不仅仅是价格这块，更吸引我的是真我的配置，天玑1200处理器，在内存上，更是设置运行内存12G，总存储内存256G，大电池容量4500毫安，50w闪充，再也不用担心内存不够用，6.4英寸的屏幕尺寸，5G时代的运行速度，拍照效果杠杠的，通话效果完好，没有指纹功能，但可以密码或人脸解锁，解锁前可以按键或摇一摇启动解锁程序，好评。,闪充,True
39,选了好几天，最终还是选择真我GT Neo这款。我看上它的不仅仅是价格这块，更吸引我的是真我的配置，天玑1200处理器，在内存上，更是设置运行内存12G，总存储内存256G，大电池容量4500毫安，50w闪充，再也不用担心内存不够用，6.4英寸的屏幕尺寸，5G时代的运行速度，拍照效果杠杠的，通话效果完好，没有指纹功能，但可以密码或人脸解锁，解锁前可以按键或摇一摇启动解锁程序，好评。,指纹功能,False
40,选了好几天，最终还是选择真我GT Neo这款。我看上它的不仅仅是价格这块，更吸引我的是真我的配置，天玑1200处理器，在内存上，更是设置运行内存12G，总存储内存256G，大电池容量4500毫安，50w闪充，再也不用担心内存不够用，6.4英寸的屏幕尺寸，5G时代的运行速度，拍照效果杠杠的，通话效果完好，没有指纹功能，但可以密码或人脸解锁，解锁前可以按键或摇一摇启动解锁程序，好评。,人脸解锁,True
41,选了好几天，最终还是选择真我GT Neo这款。我看上它的不仅仅是价格这块，更吸引我的是真我的配置，天玑1200处理器，在内存上，更是设置运行内存12G，总存储内存256G，大电池容量4500毫安，50w闪充，再也不用担心内存不够用，6.4英寸的屏幕尺寸，5G时代的运行速度，拍照效果杠杠的，通话效果完好，没有指纹功能，但可以密码或人脸解锁，解锁前可以按键或摇一摇启动解锁程序，好评。,尺寸,True
42,选了好几天，最终还是选择真我GT Neo这款。我看上它的不仅仅是价格这块，更吸引我的是真我的配置，天玑1200处理器，在内存上，更是设置运行内存12G，总存储内存256G，大电池容量4500毫安，50w闪充，再也不用担心内存不够用，6.4英寸的屏幕尺寸，5G时代的运行速度，拍照效果杠杠的，通话效果完好，没有指纹功能，但可以密码或人脸解锁，解锁前可以按键或摇一摇启动解锁程序，好评。,5G,True
43,荣耀V40的外观设计很好看，摄像头排到的很好，屏幕触感很顺滑，操作没压力，外放声音真的好听，爽歪歪。拍照效果不比亿像素相机差，反正微拍，远拍都很好很好看。运行速度很快很好，新一代处理器真的很好。京东商城的送货速度真的太牛太历害了，快才是硬道理，上午下单下午收到，网上购物只选京东，价格还可以保证！,荣耀V40,True
44,荣耀V40的外观设计很好看，摄像头排到的很好，屏幕触感很顺滑，操作没压力，外放声音真的好听，爽歪歪。拍照效果不比亿像素相机差，反正微拍，远拍都很好很好看。运行速度很快很好，新一代处理器真的很好。京东商城的送货速度真的太牛太历害了，快才是硬道理，上午下单下午收到，网上购物只选京东，价格还可以保证！,外观,True
45,荣耀V40的外观设计很好看，摄像头排到的很好，屏幕触感很顺滑，操作没压力，外放声音真的好听，爽歪歪。拍照效果不比亿像素相机差，反正微拍，远拍都很好很好看。运行速度很快很好，新一代处理器真的很好。京东商城的送货速度真的太牛太历害了，快才是硬道理，上午下单下午收到，网上购物只选京东，价格还可以保证！,设计,True
46,荣耀V40的外观设计很好看，摄像头排到的很好，屏幕触感很顺滑，操作没压力，外放声音真的好听，爽歪歪。拍照效果不比亿像素相机差，反正微拍，远拍都很好很好看。运行速度很快很好，新一代处理器真的很好。京东商城的送货速度真的太牛太历害了，快才是硬道理，上午下单下午收到，网上购物只选京东，价格还可以保证！,摄像头,True
47,荣耀V40的外观设计很好看，摄像头排到的很好，屏幕触感很顺滑，操作没压力，外放声音真的好听，爽歪歪。拍照效果不比亿像素相机差，反正微拍，远拍都很好很好看。运行速度很快很好，新一代处理器真的很好。京东商城的送货速度真的太牛太历害了，快才是硬道理，上午下单下午收到，网上购物只选京东，价格还可以保证！,屏幕,True
48,荣耀V40的外观设计很好看，摄像头排到的很好，屏幕触感很顺滑，操作没压力，外放声音真的好听，爽歪歪。拍照效果不比亿像素相机差，反正微拍，远拍都很好很好看。运行速度很快很好，新一代处理器真的很好。京东商城的送货速度真的太牛太历害了，快才是硬道理，上午下单下午收到，网上购物只选京东，价格还可以保证！,外放声音,True
49,荣耀V40的外观设计很好看，摄像头排到的很好，屏幕触感很顺滑，操作没压力，外放声音真的好听，爽歪歪。拍照效果不比亿像素相机差，反正微拍，远拍都很好很好看。运行速度很快很好，新一代处理器真的很好。京东商城的送货速度真的太牛太历害了，快才是硬道理，上午下单下午收到，网上购物只选京东，价格还可以保证！,拍照,True
50,荣耀V40的外观设计很好看，摄像头排到的很好，屏幕触感很顺滑，操作没压力，外放声音真的好听，爽歪歪。拍照效果不比亿像素相机差，反正微拍，远拍都很好很好看。运行速度很快很好，新一代处理器真的很好。京东商城的送货速度真的太牛太历害了，快才是硬道理，上午下单下午收到，网上购物只选京东，价格还可以保证！,相机,True
51,荣耀V40的外观设计很好看，摄像头排到的很好，屏幕触感很顺滑，操作没压力，外放声音真的好听，爽歪歪。拍照效果不比亿像素相机差，反正微拍，远拍都很好很好看。运行速度很快很好，新一代处理器真的很好。京东商城的送货速度真的太牛太历害了，快才是硬道理，上午下单下午收到，网上购物只选京东，价格还可以保证！,处理器,True
52,荣耀V40的外观设计很好看，摄像头排到的很好，屏幕触感很顺滑，操作没压力，外放声音真的好听，爽歪歪。拍照效果不比亿像素相机差，反正微拍，远拍都很好很好看。运行速度很快很好，新一代处理器真的很好。京东商城的送货速度真的太牛太历害了，快才是硬道理，上午下单下午收到，网上购物只选京东，价格还可以保证！,触感,True
53,荣耀V40的外观设计很好看，摄像头排到的很好，屏幕触感很顺滑，操作没压力，外放声音真的好听，爽歪歪。拍照效果不比亿像素相机差，反正微拍，远拍都很好很好看。运行速度很快很好，新一代处理器真的很好。京东商城的送货速度真的太牛太历害了，快才是硬道理，上午下单下午收到，网上购物只选京东，价格还可以保证！,操作,True
54,荣耀V40的外观设计很好看，摄像头排到的很好，屏幕触感很顺滑，操作没压力，外放声音真的好听，爽歪歪。拍照效果不比亿像素相机差，反正微拍，远拍都很好很好看。运行速度很快很好，新一代处理器真的很好。京东商城的送货速度真的太牛太历害了，快才是硬道理，上午下单下午收到，网上购物只选京东，价格还可以保证！,微拍,True
55,荣耀V40的外观设计很好看，摄像头排到的很好，屏幕触感很顺滑，操作没压力，外放声音真的好听，爽歪歪。拍照效果不比亿像素相机差，反正微拍，远拍都很好很好看。运行速度很快很好，新一代处理器真的很好。京东商城的送货速度真的太牛太历害了，快才是硬道理，上午下单下午收到，网上购物只选京东，价格还可以保证！,远拍,True
56,荣耀V40的外观设计很好看，摄像头排到的很好，屏幕触感很顺滑，操作没压力，外放声音真的好听，爽歪歪。拍照效果不比亿像素相机差，反正微拍，远拍都很好很好看。运行速度很快很好，新一代处理器真的很好。京东商城的送货速度真的太牛太历害了，快才是硬道理，上午下单下午收到，网上购物只选京东，价格还可以保证！,运行速度,True
57,荣耀V40的外观设计很好看，摄像头排到的很好，屏幕触感很顺滑，操作没压力，外放声音真的好听，爽歪歪。拍照效果不比亿像素相机差，反正微拍，远拍都很好很好看。运行速度很快很好，新一代处理器真的很好。京东商城的送货速度真的太牛太历害了，快才是硬道理，上午下单下午收到，网上购物只选京东，价格还可以保证！,送货速度,True
58,荣耀V40的外观设计很好看，摄像头排到的很好，屏幕触感很顺滑，操作没压力，外放声音真的好听，爽歪歪。拍照效果不比亿像素相机差，反正微拍，远拍都很好很好看。运行速度很快很好，新一代处理器真的很好。京东商城的送货速度真的太牛太历害了，快才是硬道理，上午下单下午收到，网上购物只选京东，价格还可以保证！,价格,True
59,"iPhone12，使用了小半月了叭，感觉使用感受非常好,，也是自己喜欢的颜色，典雅、高贵、优雅、知性。拍照很好有实况很适合自拍和旅游拍美美哒照片哦，手机特别轻巧，比iPhone11轻30g左右，在手上的握感很好，并且后盖玻璃很是吸引人。性能强大，搭载最新a14仿生芯片，流畅自然。充电也快无线有线均支持，就是一边充电一边玩发烫很严重。当然这是很正常的。最主要的的5G网络很快，无论是数据还是Wi-Fi都很少遇到卡顿的。",iPhone12,True
60,"iPhone12，使用了小半月了叭，感觉使用感受非常好,，也是自己喜欢的颜色，典雅、高贵、优雅、知性。拍照很好有实况很适合自拍和旅游拍美美哒照片哦，手机特别轻巧，比iPhone11轻30g左右，在手上的握感很好，并且后盖玻璃很是吸引人。性能强大，搭载最新a14仿生芯片，流畅自然。充电也快无线有线均支持，就是一边充电一边玩发烫很严重。当然这是很正常的。最主要的的5G网络很快，无论是数据还是Wi-Fi都很少遇到卡顿的。",拍照,True
61,"iPhone12，使用了小半月了叭，感觉使用感受非常好,，也是自己喜欢的颜色，典雅、高贵、优雅、知性。拍照很好有实况很适合自拍和旅游拍美美哒照片哦，手机特别轻巧，比iPhone11轻30g左右，在手上的握感很好，并且后盖玻璃很是吸引人。性能强大，搭载最新a14仿生芯片，流畅自然。充电也快无线有线均支持，就是一边充电一边玩发烫很严重。当然这是很正常的。最主要的的5G网络很快，无论是数据还是Wi-Fi都很少遇到卡顿的。",a14仿生芯片,True
62,"iPhone12，使用了小半月了叭，感觉使用感受非常好,，也是自己喜欢的颜色，典雅、高贵、优雅、知性。拍照很好有实况很适合自拍和旅游拍美美哒照片哦，手机特别轻巧，比iPhone11轻30g左右，在手上的握感很好，并且后盖玻璃很是吸引人。性能强大，搭载最新a14仿生芯片，流畅自然。充电也快无线有线均支持，就是一边充电一边玩发烫很严重。当然这是很正常的。最主要的的5G网络很快，无论是数据还是Wi-Fi都很少遇到卡顿的。",充电,True
63,"iPhone12，使用了小半月了叭，感觉使用感受非常好,，也是自己喜欢的颜色，典雅、高贵、优雅、知性。拍照很好有实况很适合自拍和旅游拍美美哒照片哦，手机特别轻巧，比iPhone11轻30g左右，在手上的握感很好，并且后盖玻璃很是吸引人。性能强大，搭载最新a14仿生芯片，流畅自然。充电也快无线有线均支持，就是一边充电一边玩发烫很严重。当然这是很正常的。最主要的的5G网络很快，无论是数据还是Wi-Fi都很少遇到卡顿的。",自拍,True
64,"iPhone12，使用了小半月了叭，感觉使用感受非常好,，也是自己喜欢的颜色，典雅、高贵、优雅、知性。拍照很好有实况很适合自拍和旅游拍美美哒照片哦，手机特别轻巧，比iPhone11轻30g左右，在手上的握感很好，并且后盖玻璃很是吸引人。性能强大，搭载最新a14仿生芯片，流畅自然。充电也快无线有线均支持，就是一边充电一边玩发烫很严重。当然这是很正常的。最主要的的5G网络很快，无论是数据还是Wi-Fi都很少遇到卡顿的。",5G网络,True
65,"iPhone12，使用了小半月了叭，感觉使用感受非常好,，也是自己喜欢的颜色，典雅、高贵、优雅、知性。拍照很好有实况很适合自拍和旅游拍美美哒照片哦，手机特别轻巧，比iPhone11轻30g左右，在手上的握感很好，并且后盖玻璃很是吸引人。性能强大，搭载最新a14仿生芯片，流畅自然。充电也快无线有线均支持，就是一边充电一边玩发烫很严重。当然这是很正常的。最主要的的5G网络很快，无论是数据还是Wi-Fi都很少遇到卡顿的。",数据,True
66,"iPhone12，使用了小半月了叭，感觉使用感受非常好,，也是自己喜欢的颜色，典雅、高贵、优雅、知性。拍照很好有实况很适合自拍和旅游拍美美哒照片哦，手机特别轻巧，比iPhone11轻30g左右，在手上的握感很好，并且后盖玻璃很是吸引人。性能强大，搭载最新a14仿生芯片，流畅自然。充电也快无线有线均支持，就是一边充电一边玩发烫很严重。当然这是很正常的。最主要的的5G网络很快，无论是数据还是Wi-Fi都很少遇到卡顿的。",Wi-Fi,True
67,iPhone11手机的外观设计非常时尚，真的是完全符合我的审美标准，机身背面材质是磨砂的，边框是不锈钢的，线条也是棱角分明的，我觉得是性价比最高的。不过遗憾的是没有充电头和有线耳机，现在这个手机到手已经8天了，自用感觉使用效果还不错，体验感很好，细节也很完美，屏幕触感也很好。关于续航方面我觉得很好，在不玩游戏的情况下可以坚持一整天，运行速度呢也很快。然后对于我们自拍达人来说一下拍照方面，这就是我最喜欢苹果的一点，他拍出来的照片很真实，很还原，很高级。,iPhone11,True
68,iPhone11手机的外观设计非常时尚，真的是完全符合我的审美标准，机身背面材质是磨砂的，边框是不锈钢的，线条也是棱角分明的，我觉得是性价比最高的。不过遗憾的是没有充电头和有线耳机，现在这个手机到手已经8天了，自用感觉使用效果还不错，体验感很好，细节也很完美，屏幕触感也很好。关于续航方面我觉得很好，在不玩游戏的情况下可以坚持一整天，运行速度呢也很快。然后对于我们自拍达人来说一下拍照方面，这就是我最喜欢苹果的一点，他拍出来的照片很真实，很还原，很高级。,外观,True
